Gene,Entrez Id,CFGa,CNVb,Differential Expressionc,GWASd,Linkage & Associatione,Sherlockf,Pascalg,Scoreh
PPP4C,5531,no,no,no,yes,no,no,no,1
PPP2R5E,5529,no,no,yes,no,no,no,no,1
TMEM19,55266,no,no,yes,no,no,no,no,1
YY1AP1,55249,no,no,yes,no,no,no,no,1
CCDC25,55246,no,no,yes,no,no,no,no,1
PPP2R3A,5523,no,no,no,yes,no,no,no,1
TMEM57,55219,no,no,yes,no,no,no,no,1
BBS7,55212,no,no,yes,no,no,no,no,1
PPP2R2B,5521,no,no,no,no,yes,no,no,1
ZNF532,55205,no,no,yes,no,no,no,no,1
LGI2,55203,no,no,yes,no,no,no,no,1
PRMT6,55170,no,no,yes,no,no,no,no,1
PPP2CA,5515,no,no,yes,no,no,no,no,1
UBR7,55148,no,no,yes,no,no,no,no,1
ELP3,55140,no,no,yes,no,no,no,no,1
CRTAC1,55118,no,no,yes,no,no,no,no,1
SAMD4B,55095,no,no,yes,no,no,no,no,1
WIPI1,55062,no,no,yes,no,no,no,no,1
AIM1L,55057,no,no,yes,no,no,no,no,1
FKBP14,55033,no,no,yes,no,no,no,no,1
C17orf80,55028,no,no,yes,no,no,no,no,1
PID1,55022,no,no,yes,no,no,no,no,1
PIH1D1,55011,no,no,yes,no,no,no,no,1
MARC2,54996,no,no,yes,no,no,no,no,1
HRASLS2,54979,no,no,yes,no,no,no,no,1
SLC25A38,54977,no,no,yes,no,no,no,no,1
TTC12,54970,no,no,yes,no,no,no,no,1
PIGX,54965,no,yes,no,no,no,no,no,1
UCKL1,54963,no,no,yes,no,no,no,no,1
GEMIN8,54960,no,no,yes,no,no,no,no,1
OCIAD1,54940,no,no,yes,no,no,no,no,1
SARS2,54938,no,no,yes,no,no,no,no,1
DUS2L,54920,no,no,no,yes,no,no,no,1
YTHDF1,54915,no,no,yes,no,no,no,no,1
MTMR10,54893,no,yes,no,no,no,no,no,1
INO80D,54891,no,no,yes,no,no,no,no,1
GPATCH4,54865,no,no,yes,no,no,no,no,1
SLX1A,548593,no,no,no,no,no,no,yes,1
ELP6,54859,no,no,yes,no,no,no,no,1
FAM83E,54854,no,no,yes,no,no,no,no,1
WDR55,54853,no,no,no,yes,no,no,no,1
DEF8,54849,no,no,yes,no,no,no,no,1
VPS13C,54832,no,no,yes,no,no,no,no,1
ERCC6L,54821,no,no,yes,no,no,no,no,1
NDE1,54820,no,yes,no,no,no,no,no,1
ZNF280D,54816,no,no,yes,no,no,no,no,1
KLHL28,54813,no,no,yes,no,no,no,no,1
DNAJB12,54788,no,no,yes,no,no,no,no,1
DIRAS2,54769,no,no,yes,no,no,no,no,1
GRAMD1C,54762,no,no,yes,no,no,no,no,1
LEPROT,54741,no,no,yes,no,no,no,no,1
PPBP,5473,no,no,yes,no,no,no,no,1
A2BP1,54715,no,yes,no,no,no,no,no,1
RSBN1,54665,no,no,yes,no,no,no,no,1
SCAND2P,54581,no,no,no,no,no,no,yes,1
SGTB,54557,no,no,yes,no,no,no,no,1
MAGEL2,54551,no,yes,no,no,no,no,no,1
NECAB2,54550,no,no,yes,no,no,no,no,1
DDIT4,54541,no,no,yes,no,no,no,no,1
PUS7,54517,no,no,no,yes,no,no,no,1
POU2F1,5451,no,no,yes,no,no,no,no,1
RHOF,54509,no,no,yes,no,no,no,no,1
CPVL,54504,no,no,yes,no,no,no,no,1
DGCR8,54487,no,yes,no,no,no,no,no,1
PLEKHA5,54477,no,no,yes,no,no,no,no,1
SMCR7L,54471,no,no,no,no,no,no,yes,1
TAF7L,54457,no,no,yes,no,no,no,no,1
PON2,5445,no,no,yes,no,no,no,no,1
CYTL1,54360,no,no,yes,no,no,no,no,1
POLR2E,5434,no,no,yes,no,no,no,no,1
CYCS,54205,no,no,yes,no,no,no,no,1
PODXL,5420,no,no,no,yes,no,no,no,1
CT45A1,541466,no,no,yes,no,no,no,no,1
UBL3,5412,no,no,yes,no,no,no,no,1
TLR9,54106,no,no,yes,no,no,no,no,1
BRWD1,54014,no,no,yes,no,no,no,no,1
CSNK1G1,53944,no,no,yes,no,no,no,no,1
SLCO1C1,53919,no,no,yes,no,no,no,no,1
DUOX1,53905,no,no,yes,no,no,no,no,1
MYO3A,53904,no,no,yes,no,no,no,no,1
GPR84,53831,no,no,yes,no,no,no,no,1
FXYD6,53826,no,no,no,no,yes,no,no,1
PMS2P1,5379,no,no,yes,no,no,no,no,1
PMP22,5376,no,yes,no,no,no,no,no,1
ATP6AP1,537,no,no,yes,no,no,no,no,1
PNOC,5368,no,no,yes,no,no,no,no,1
PLXNB1,5364,no,yes,no,no,no,no,no,1
PLXNA2,5362,no,no,no,no,yes,no,no,1
ADAM22,53616,no,no,yes,no,no,no,no,1
PLTP,5360,no,no,yes,no,no,no,no,1
PLOD2,5352,no,no,yes,no,no,no,no,1
FXYD3,5349,no,no,yes,no,no,no,no,1
PLIN1,5346,no,no,yes,no,no,no,no,1
TPCN1,53373,no,no,yes,no,no,no,no,1
PLCG1,5335,no,no,yes,no,no,no,no,1
UBASH3A,53347,no,no,yes,no,no,no,no,1
PLCD1,5333,no,no,yes,no,no,no,no,1
PLA2G4A,5321,no,no,no,no,yes,no,no,1
PKD1,5310,no,no,yes,no,no,no,no,1
PITPNA,5306,no,no,yes,no,no,no,no,1
PIP4K2A,5305,no,no,no,no,yes,no,no,1
PI4KA,5297,no,yes,no,no,no,no,no,1
PIK3R1,5295,no,no,yes,no,no,no,no,1
PIK3CB,5291,no,no,yes,no,no,no,no,1
ATP6V1E1,529,no,no,yes,no,no,no,no,1
PIK3C3,5289,no,no,no,no,yes,no,no,1
PIGH,5283,no,no,yes,no,no,no,no,1
PIGA,5277,no,no,yes,no,no,no,no,1
PHKA1,5255,no,no,yes,no,no,no,no,1
PGK1,5230,no,no,yes,no,no,no,no,1
PGGT1B,5229,no,no,yes,no,no,no,no,1
VIT,5212,no,no,yes,no,no,no,no,1
PFKFB1,5207,no,no,yes,no,no,no,no,1
PEX7,5191,no,no,yes,no,no,no,no,1
PER1,5187,no,no,yes,no,no,no,no,1
PEPD,5184,no,no,yes,no,no,no,no,1
SIX4,51804,no,no,yes,no,no,no,no,1
KDM3B,51780,no,no,no,yes,no,no,no,1
ERAP1,51752,no,no,yes,no,no,no,no,1
WWOX,51741,no,no,yes,no,no,no,no,1
GHRL,51738,no,no,yes,no,no,no,no,1
WBP11,51729,no,no,yes,no,no,no,no,1
MPP6,51678,no,no,no,yes,no,no,no,1
PDK4,5166,no,no,yes,no,no,no,no,1
RASD1,51655,no,no,yes,no,no,no,no,1
PPIL1,51645,no,no,yes,no,no,no,no,1
RBMX2,51634,no,no,yes,no,no,no,no,1
KLF13,51621,no,yes,no,no,no,no,no,1
PDHB,5162,no,no,yes,no,no,no,no,1
MED15,51586,no,yes,no,no,no,no,no,1
MBIP,51562,no,no,yes,no,no,no,no,1
JKAMP,51528,no,no,yes,no,no,no,no,1
CXXC5,51523,no,no,yes,no,no,no,no,1
LARS,51520,no,no,no,no,yes,no,no,1
CHMP5,51510,no,no,yes,no,no,no,no,1
PDE6D,5147,no,no,yes,no,no,no,no,1
SFMBT1,51460,no,no,no,no,no,no,yes,1
RNF138,51444,no,no,yes,no,no,no,no,1
FAM8A1,51439,no,yes,no,no,no,no,no,1
ANAPC7,51434,no,no,yes,no,no,no,no,1
ANAPC5,51433,no,no,yes,no,no,no,no,1
PDE4C,5143,no,no,yes,no,no,no,no,1
ZNF107,51427,no,no,yes,no,no,no,no,1
CSAD,51380,no,no,yes,no,no,no,no,1
POMP,51371,no,no,yes,no,no,no,no,1
UBR5,51366,no,no,yes,no,no,no,no,1
ZNF771,51333,no,no,yes,no,no,no,no,1
TNFRSF12A,51330,no,no,yes,no,no,no,no,1
WAC,51322,no,no,yes,no,no,no,no,1
REEP2,51308,no,no,no,yes,no,no,no,1
FAM53C,51307,no,no,no,yes,no,no,no,1
FAM13B,51306,no,no,yes,no,no,no,no,1
CYP39A1,51302,no,no,yes,no,no,no,no,1
PCYT1A,5130,no,yes,no,no,no,no,no,1
GMPR2,51292,no,no,yes,no,no,no,no,1
GMIP,51291,no,no,no,no,no,no,yes,1
MRPL37,51253,no,no,yes,no,no,no,no,1
PCSK1,5122,no,no,yes,no,no,no,no,1
PCP4,5121,no,no,yes,no,no,no,no,1
DUSP13,51207,no,no,yes,no,no,no,no,1
ACP6,51205,no,yes,no,no,no,no,no,1
ZNF639,51193,no,no,yes,no,no,no,no,1
RSL24D1,51187,no,no,yes,no,no,no,no,1
TCEAL9,51186,no,no,yes,no,no,no,no,1
DCXR,51181,no,no,yes,no,no,no,no,1
HAO2,51179,no,no,yes,no,no,no,no,1
PLEKHO1,51177,no,no,no,yes,no,no,no,1
MYO15A,51168,no,no,no,yes,no,no,no,1
DCTN4,51164,no,no,yes,no,no,no,no,1
SDF4,51150,no,no,yes,no,no,no,no,1
A4GNT,51146,no,no,yes,no,no,no,no,1
INSIG2,51141,no,no,no,no,yes,no,no,1
ANGPTL4,51129,no,no,yes,no,no,no,no,1
APH1A,51107,no,no,no,yes,no,no,no,1
PCM1,5108,no,no,no,no,yes,no,no,1
NDUFA13,51079,no,no,no,yes,no,no,no,1
TMX2,51075,no,no,no,yes,no,no,no,1
NOSIP,51070,no,no,no,yes,no,no,no,1
TMED7,51014,no,no,yes,no,no,no,no,1
TPRKB,51002,no,no,yes,no,no,no,no,1
SOST,50964,no,no,yes,no,no,no,no,1
PDE11A,50940,no,no,yes,no,no,no,no,1
PARD6A,50855,no,no,no,yes,no,no,no,1
PAX9,5083,no,no,yes,no,no,no,no,1
PAX6,5080,no,no,yes,no,no,no,no,1
PAX4,5078,no,no,yes,no,no,no,no,1
PAX1,5075,no,no,yes,no,no,no,no,1
PARK2,5071,no,yes,no,no,no,no,no,1
GALNT9,50614,no,no,yes,no,no,no,no,1
SERPINE1,5054,no,no,yes,no,no,no,no,1
G0S2,50486,no,no,yes,no,no,no,no,1
P4HA1,5033,no,no,yes,no,no,no,no,1
ALDH7A1,501,no,no,yes,no,no,no,no,1
OTC,5009,no,no,yes,no,no,no,no,1
SLC22A18AS,5003,no,no,yes,no,no,no,no,1
OPRK1,4986,no,no,yes,no,no,no,no,1
ZBTB21,49854,no,no,yes,no,no,no,no,1
OPHN1,4983,no,no,yes,no,no,no,no,1
OPCML,4978,no,no,no,no,yes,no,no,1
OPA1,4976,no,no,yes,no,no,no,no,1
OLR1,4973,no,no,yes,no,no,no,no,1
ODC1,4953,no,no,yes,no,no,no,no,1
OCA2,4948,no,yes,no,no,no,no,no,1
OAZ1,4946,no,no,yes,no,no,no,no,1
MIR379,494328,no,no,yes,no,no,no,no,1
OAS2,4939,no,no,yes,no,no,no,no,1
HCG11,493812,no,no,no,no,no,no,yes,1
ATP2B4,493,no,no,yes,no,no,no,no,1
ROR1,4919,no,no,yes,no,no,no,no,1
NTRK2,4915,no,no,yes,no,no,no,no,1
NTF3,4908,no,no,no,no,yes,no,no,1
NRCAM,4897,yes,no,no,no,no,no,no,1
NPY6R,4888,no,no,yes,no,no,no,no,1
ATP2A2,488,no,no,no,yes,no,no,no,1
NPHP1,4867,no,no,no,no,yes,no,no,1
FXYD2,486,no,no,no,no,yes,no,no,1
CNOT4,4850,no,no,yes,no,no,no,no,1
NQO2,4835,no,no,no,no,yes,no,no,1
NME1,4830,no,no,yes,no,no,no,no,1
NMB,4828,no,no,no,no,no,no,yes,1
ATP1B2,482,no,no,yes,no,no,no,no,1
NKG7,4818,no,no,yes,no,no,no,no,1
NGFR,4804,no,no,yes,no,no,no,no,1
ACO1,48,no,no,yes,no,no,no,no,1
NFATC3,4775,no,no,no,yes,no,no,no,1
ATP1A2,477,no,no,yes,no,no,no,no,1
NEUROG1,4762,no,no,no,no,yes,no,no,1
RERE,473,no,no,no,yes,no,no,no,1
NDUFS4,4724,no,no,yes,no,no,no,no,1
NDUFS3,4722,no,no,yes,no,no,no,no,1
NDUFS1,4719,no,no,yes,no,no,no,no,1
NDUFB10,4716,no,no,yes,no,no,no,no,1
NDUFB9,4715,no,no,yes,no,no,no,no,1
NDUFB3,4709,no,no,yes,no,no,no,no,1
NDUFAB1,4706,no,no,yes,no,no,no,no,1
NDUFA10,4705,no,no,yes,no,no,no,no,1
NDUFA8,4702,no,no,yes,no,no,no,no,1
NDUFA5,4698,no,no,yes,no,no,no,no,1
NDUFA2,4695,no,no,no,yes,no,no,no,1
NDN,4692,no,yes,no,no,no,no,no,1
NCK1,4690,no,no,no,yes,no,no,no,1
NCAM1,4684,yes,no,no,no,no,no,no,1
MYO1A,4640,no,no,no,yes,no,no,no,1
MYH11,4629,no,yes,no,no,no,no,no,1
MYH6,4624,no,no,yes,no,no,no,no,1
SERPINC1,462,no,no,yes,no,no,no,no,1
MYH1,4619,no,no,yes,no,no,no,no,1
GADD45B,4616,no,no,yes,no,no,no,no,1
MYBPC1,4604,no,no,yes,no,no,no,no,1
MTR,4548,no,no,yes,no,no,no,no,1
MTHFR,4524,no,no,no,no,yes,no,no,1
MT3,4504,no,no,yes,no,no,no,no,1
MT2A,4502,no,no,yes,no,no,no,no,1
MT1X,4501,no,no,yes,no,no,no,no,1
MT1L,4500,no,no,yes,no,no,no,no,1
MT1M,4499,no,no,yes,no,no,no,no,1
MT1H,4496,no,no,yes,no,no,no,no,1
MT1G,4495,no,no,yes,no,no,no,no,1
MT1E,4493,no,no,yes,no,no,no,no,1
MT1B,4490,no,no,yes,no,no,no,no,1
MT1A,4489,no,no,yes,no,no,no,no,1
MSRA,4482,no,yes,no,no,no,no,no,1
ASPH,444,no,no,yes,no,no,no,no,1
MSH2,4436,no,no,yes,no,no,no,no,1
CITED1,4435,no,no,yes,no,no,no,no,1
MIR376C,442913,no,no,yes,no,no,no,no,1
MIR148B,442892,no,no,yes,no,no,no,no,1
RFPL4B,442247,no,no,yes,no,no,no,no,1
GALNTL6,442117,no,no,yes,no,no,no,no,1
LOC442028,442028,no,no,yes,no,no,no,no,1
SHISA8,440829,no,no,no,yes,no,no,no,1
PIWIL3,440822,no,no,yes,no,no,no,no,1
MINOS1,440574,no,no,yes,no,no,no,no,1
LOC440434,440434,no,no,yes,no,no,no,no,1
HNRNPA1P16,440396,no,no,no,yes,no,no,no,1
LOC440300,440300,no,no,no,no,no,no,yes,1
DNM1P41,440299,no,no,no,no,no,no,yes,1
ASNA1,439,no,no,yes,no,no,no,no,1
ABCC1,4363,no,yes,no,no,no,no,no,1
MOCS2,4338,no,no,yes,no,no,no,no,1
MOBP,4336,yes,no,no,no,no,no,no,1
MNDA,4332,no,no,no,no,yes,no,no,1
ASGR2,433,no,no,yes,no,no,no,no,1
ALDH6A1,4329,no,no,yes,no,no,no,no,1
MMP19,4327,no,no,yes,no,no,no,no,1
MMP13,4322,no,no,yes,no,no,no,no,1
ASGR1,432,no,no,yes,no,no,no,no,1
MMP8,4317,no,no,yes,no,no,no,no,1
TRPM1,4308,no,yes,no,no,no,no,no,1
MLN,4295,no,no,no,no,no,no,yes,1
MKLN1,4289,no,no,yes,no,no,no,no,1
CXCL9,4283,no,no,yes,no,no,no,no,1
MICB,4277,no,no,no,no,yes,no,no,1
CD99,4267,no,no,yes,no,no,no,no,1
MGST1,4257,no,no,yes,no,no,no,no,1
MGMT,4255,no,no,yes,no,no,no,no,1
MFGE8,4240,no,no,yes,no,no,no,no,1
MEP1B,4225,no,no,yes,no,no,no,no,1
MEP1A,4224,no,no,yes,no,no,no,no,1
MEOX2,4223,no,no,yes,no,no,no,no,1
MAP3K5,4217,no,no,yes,no,no,no,no,1
CD46,4179,no,no,no,yes,no,no,no,1
MCM6,4175,no,no,yes,no,no,no,no,1
ART1,417,no,no,yes,no,no,no,no,1
MC4R,4160,no,no,yes,no,no,no,no,1
MC2R,4158,no,no,yes,no,no,no,no,1
MC1R,4157,no,no,yes,no,no,no,no,1
MBP,4155,yes,no,no,no,no,no,no,1
MBNL1,4154,no,no,yes,no,no,no,no,1
MAX,4149,no,no,yes,no,no,no,no,1
DDR1-AS1,414771,no,no,yes,no,no,no,no,1
C10orf55,414236,no,no,yes,no,no,no,no,1
C10orf105,414152,no,no,yes,no,no,no,no,1
ACBD7,414149,no,no,yes,no,no,no,no,1
CCL3L3,414062,no,no,yes,no,no,no,no,1
MARK3,4140,no,no,no,no,no,no,yes,1
MAPT,4137,no,no,yes,no,no,no,no,1
MAP2,4133,no,no,no,no,yes,no,no,1
MAN1A1,4121,no,no,yes,no,no,no,no,1
MAGEA6,4105,no,no,yes,no,no,no,no,1
SMAD5,4090,no,no,yes,no,no,no,no,1
NOMO3,408050,no,yes,no,no,no,no,no,1
EPCAM,4072,no,no,yes,no,no,no,no,1
MIR33A,407039,no,no,no,yes,no,no,no,1
MIR30E,407034,no,no,yes,no,no,no,no,1
MIR29C,407026,no,no,yes,no,no,no,no,1
MIR29B2,407025,no,no,yes,no,no,no,no,1
MIR221,407006,no,no,yes,no,no,no,no,1
MIR219A1,407002,no,no,yes,no,no,no,no,1
MIR198,406975,no,no,yes,no,no,no,no,1
MIR190A,406965,no,no,yes,no,no,no,no,1
MIR186,406962,no,no,yes,no,no,no,no,1
MIR181B1,406955,no,no,yes,no,no,no,no,1
MIR17,406952,no,no,yes,no,no,no,no,1
MIR15A,406948,no,no,yes,no,no,no,no,1
MIR155,406947,no,no,yes,no,no,no,no,1
MIR154,406946,no,no,yes,no,no,no,no,1
MIR153-1,406944,no,no,yes,no,no,no,no,1
